ATF	1.0
8	11     
"AcquisitionMode=Episodic Stimulation"
"Comment="
"YTop=1000"
"YBottom=-1000"
"SyncTimeUnits=12.5"
"SweepStartTimesMS=0.000,3000.000,6000.000,9000.000,12000.000,15000.000,18000.000,21000.000,24000.000,27000.000"
"SignalsExported=V1prim"
"Signals="	"V1prim"	"V1prim"	"V1prim"	"V1prim"	"V1prim"	"V1prim"	"V1prim"	"V1prim"	"V1prim"	"V1prim"
"Time (s)"	"Trace #1 (mV)"	"Trace #2 (mV)"	"Trace #3 (mV)"	"Trace #4 (mV)"	"Trace #5 (mV)"	"Trace #6 (mV)"	"Trace #7 (mV)"	"Trace #8 (mV)"	"Trace #9 (mV)"	"Trace #10 (mV)"
0.26815	-35.1868	-28.9307	-17.6086	-18.4326	-16.8457	-25.8179	-18.0969	-27.5269	-23.5901	-19.5312
0.2682	-35.2478	-28.9307	-17.6086	-18.7073	-16.9067	-25.8484	-18.0969	-27.4658	-23.5901	-19.5312
0.26825	-35.2478	-28.9001	-17.6086	-18.9514	-16.9067	-25.9094	-18.1274	-27.4353	-23.5596	-19.5312
0.2683	-35.2478	-28.9001	-17.6086	-19.2566	-16.8762	-25.8789	-18.1274	-27.4658	-23.5901	-19.5312
0.26835	-35.2783	-28.8696	-17.5781	-19.4702	-16.9067	-25.8179	-18.0969	-27.4353	-23.6206	-19.5618
0.2684	-35.2478	-28.9307	-17.5476	-19.8059	-16.9067	-25.8179	-18.158	-27.4658	-23.6206	-19.5618
0.26845	-35.2173	-28.8696	-17.5476	-20.0806	-16.8457	-25.8179	-18.158	-27.4658	-23.6511	-19.5618
0.2685	-35.2478	-28.9001	-17.5781	-20.2942	-16.9067	-25.8484	-18.1885	-27.4963	-23.6511	-19.5923
0.26855	-35.1868	-28.9307	-17.5476	-20.5078	-16.9373	-25.8484	-18.1885	-27.4658	-23.6206	-19.6228
0.2686	-35.1868	-28.9001	-17.5781	-20.752	-16.9373	-25.8484	-18.2495	-27.4658	-23.6206	-19.6533
0.26865	-35.2173	-28.9307	-17.5476	-20.9961	-16.9373	-25.8179	-18.2495	-27.4963	-23.6816	-19.6838
0.2687	-35.1868	-28.9307	-17.5476	-21.2097	-16.9373	-25.8484	-18.2495	-27.4353	-23.6511	-19.6838
0.26875	-35.2173	-28.9612	-17.5781	-21.4539	-16.9373	-25.8789	-18.2495	-27.4658	-23.6511	-19.7449
0.2688	-35.1868	-28.9612	-17.5781	-21.637	-16.9373	-25.8484	-18.2495	-27.4963	-23.6816	-19.7144
0.26885	-35.1868	-28.9307	-17.5781	-21.8201	-16.9373	-25.8484	-18.3105	-27.4658	-23.6511	-19.7449
0.2689	-35.1562	-28.9307	-17.5476	-22.0032	-16.9067	-25.8484	-18.3105	-27.4963	-23.6511	-19.7449
0.26895	-35.1562	-28.9307	-17.6086	-22.2168	-16.9067	-25.8789	-18.2495	-27.4658	-23.6511	-19.8059
0.269	-35.1257	-28.9307	-17.5476	-22.4304	-16.9067	-25.8789	-18.28	-27.4658	-23.6511	-19.7449
0.26905	-35.1257	-28.9307	-17.5781	-22.583	-16.9678	-25.8789	-18.3411	-27.4963	-23.6816	-19.7754
0.2691	-35.1562	-28.9001	-17.5781	-22.7661	-16.9067	-25.9094	-18.28	-27.4658	-23.6816	-19.7754
0.26915	-35.1562	-28.9001	-17.6086	-22.9492	-16.9983	-25.9094	-18.3411	-27.4963	-23.6816	-19.8364
0.2692	-35.1868	-28.9307	-17.6086	-23.1018	-16.9678	-25.8484	-18.3105	-27.4658	-23.7122	-19.8059
0.26925	-35.1257	-28.8696	-17.5781	-23.2544	-16.9983	-25.8789	-18.3105	-27.4353	-23.7122	-19.8059
0.2693	-35.1562	-28.8696	-17.6086	-23.4375	-16.9983	-25.9094	-18.3411	-27.5269	-23.7122	-19.8364
0.26935	-35.0952	-28.9001	-17.5781	-23.5901	-16.9983	-25.8484	-18.3411	-27.4353	-23.7427	-19.8669
0.2694	-35.0952	-28.9612	-17.6086	-23.6816	-16.9983	-25.8484	-18.3716	-27.4963	-23.7427	-19.8975
0.26945	-35.0647	-28.9001	-17.5476	-23.8037	-16.9983	-25.9094	-18.4021	-27.4353	-23.7427	-19.8975
0.2695	-35.0647	-28.9307	-17.5781	-23.9868	-16.9678	-25.8484	-18.3716	-27.4963	-23.7427	-19.8975
0.26955	-35.0647	-28.8696	-17.5781	-24.1089	-16.9678	-25.8484	-18.4021	-27.4353	-23.7427	-19.8975
0.2696	-35.0342	-28.9307	-17.5781	-24.231	-16.9678	-25.8789	-18.4021	-27.4353	-23.7732	-19.9585
0.26965	-35.0952	-28.9612	-17.5781	-24.3835	-16.9983	-25.8789	-18.3716	-27.4658	-23.7122	-19.928
0.2697	-35.0647	-28.9307	-17.5781	-24.5056	-16.9678	-25.8484	-18.3716	-27.4658	-23.7122	-19.928
0.26975	-35.0952	-28.9001	-17.5781	-24.6277	-16.9983	-25.9094	-18.4021	-27.4658	-23.7122	-19.9585
0.2698	-35.0952	-28.9307	-17.5781	-24.7192	-17.0288	-25.9399	-18.4326	-27.4658	-23.7122	-19.9585
0.26985	-35.1257	-28.9307	-17.5781	-24.8108	-16.9983	-25.9094	-18.4326	-27.4658	-23.7427	-20.0195
0.2699	-35.0952	-28.9307	-17.5781	-24.9329	-16.9983	-25.9094	-18.4326	-27.4353	-23.7122	-20.0195
0.26995	-35.0952	-28.9001	-17.5781	-25.0549	-16.9983	-25.8789	-18.4021	-27.4353	-23.7732	-20.0195
0.27	-35.1257	-28.9001	-17.5781	-25.1465	-17.0288	-25.8789	-18.4021	-27.4658	-23.7427	-20.0195
0.27005	-35.0647	-28.8696	-17.5171	-25.238	-16.9983	-25.8789	-18.4326	-27.4353	-23.7427	-20.0806
0.2701	-35.0647	-28.9001	-17.5781	-25.3296	-17.0593	-25.8789	-18.4937	-27.4048	-23.8037	-20.0806
0.27015	-35.0342	-28.8696	-17.5476	-25.3601	-17.0288	-25.8484	-18.4631	-27.4353	-23.7732	-20.1111
0.2702	-35.0647	-28.8391	-17.5171	-25.4822	-16.9983	-25.8789	-18.4937	-27.3743	-23.8037	-20.1111
0.27025	-35.0037	-28.9001	-17.5476	-25.6042	-17.0288	-25.8789	-18.4937	-27.4658	-23.8342	-20.1111
0.2703	-35.0342	-28.8696	-17.6086	-25.6042	-17.0288	-25.8484	-18.4937	-27.3743	-23.8037	-20.1721
0.27035	-35.0342	-28.9001	-17.5476	-25.7263	-17.0593	-25.8789	-18.5242	-27.4048	-23.8037	-20.1416
0.2704	-35.0647	-28.9307	-17.6086	-25.7874	-17.0593	-25.8179	-18.5242	-27.4048	-23.8342	-20.2026
0.27045	-34.9731	-28.9307	-17.6392	-25.8484	-17.0593	-25.8789	-18.5852	-27.4353	-23.8647	-20.2026
0.2705	-35.0037	-28.9001	-17.6086	-25.9705	-17.0898	-25.8484	-18.5242	-27.4048	-23.8037	-20.2026
0.27055	-34.9426	-28.8696	-17.6392	-26.0315	-17.0593	-25.8789	-18.5547	-27.4048	-23.8037	-20.1721
0.2706	-35.0037	-28.9307	-17.6392	-26.0925	-17.0593	-25.8789	-18.5547	-27.4048	-23.8342	-20.1721
0.27065	-34.9731	-28.9307	-17.6086	-26.0925	-17.0593	-25.9094	-18.5852	-27.4048	-23.8037	-20.2332
0.2707	-34.9731	-28.9307	-17.6086	-26.1841	-17.0898	-25.8789	-18.5852	-27.4048	-23.8342	-20.2332
0.27075	-34.9426	-28.9001	-17.6697	-26.2756	-17.0593	-25.8789	-18.5547	-27.3743	-23.8037	-20.2637
0.2708	-35.0037	-28.9001	-17.6392	-26.2756	-17.0898	-25.9094	-18.5852	-27.3743	-23.8342	-20.2637
0.27085	-35.0037	-28.8696	-17.6697	-26.3367	-17.0593	-25.8789	-18.5852	-27.3743	-23.8342	-20.2942
0.2709	-34.9426	-28.9307	-17.6392	-26.4282	-17.0898	-25.9094	-18.6157	-27.3743	-23.8342	-20.3247
0.27095	-34.9426	-28.9307	-17.6392	-26.3977	-17.1204	-25.9094	-18.6462	-27.3437	-23.8342	-20.3552
0.271	-34.9426	-28.9307	-17.6086	-26.4893	-17.0593	-25.9705	-18.6768	-27.3132	-23.8037	-20.3857
0.27105	-34.9426	-28.8696	-17.6086	-26.5198	-17.0898	-25.9399	-18.6768	-27.3743	-23.8037	-20.3857
0.2711	-34.9121	-28.9001	-17.5781	-26.6418	-17.0898	-25.9094	-18.6768	-27.3743	-23.8342	-20.3857
0.27115	-34.8511	-28.8696	-17.6086	-26.6418	-17.0898	-25.9399	-18.6768	-27.3437	-23.8342	-20.4163
0.2712	-34.9121	-28.9001	-17.6086	-26.6724	-17.1204	-25.8789	-18.7073	-27.3437	-23.8647	-20.3857
0.27125	-34.9426	-28.8696	-17.6086	-26.7639	-17.1204	-25.9094	-18.6462	-27.3743	-23.8953	-20.4163
0.2713	-34.9426	-28.8696	-17.6392	-26.7944	-17.1204	-25.9094	-18.6157	-27.3743	-23.8342	-20.4163
0.27135	-34.8816	-28.9001	-17.6086	-26.7944	-17.1509	-25.9399	-18.6462	-27.3743	-23.8342	-20.3857
0.2714	-34.9121	-28.8696	-17.6086	-26.886	-17.1814	-25.9094	-18.6462	-27.3743	-23.8342	-20.3857
0.27145	-34.8816	-28.8696	-17.6086	-26.947	-17.1814	-25.8789	-18.6768	-27.3437	-23.8647	-20.4163
0.2715	-34.9121	-28.8391	-17.6392	-26.9775	-17.1509	-25.9399	-18.7073	-27.3743	-23.9258	-20.4163
0.27155	-34.8511	-28.8696	-17.6392	-27.0081	-17.1814	-25.9094	-18.7378	-27.4353	-23.8953	-20.4163
0.2716	-34.8816	-28.8696	-17.6392	-27.0386	-17.1814	-25.9399	-18.7378	-27.3437	-23.8953	-20.4773
0.27165	-34.8816	-28.8696	-17.6697	-27.0691	-17.1814	-25.9094	-18.7378	-27.4048	-23.9258	-20.4468
0.2717	-34.9121	-28.8696	-17.6697	-27.0691	-17.1509	-25.9399	-18.7378	-27.3743	-23.9258	-20.5078
0.27175	-34.9426	-28.8391	-17.7002	-27.1606	-17.2119	-25.9399	-18.7683	-27.3743	-23.9563	-20.5383
0.2718	-34.8816	-28.9307	-17.6697	-27.1606	-17.1509	-25.9399	-18.7988	-27.4048	-23.9258	-20.4773
0.27185	-34.8511	-28.8696	-17.6697	-27.1606	-17.1814	-25.9399	-18.7378	-27.3437	-23.9258	-20.5383
0.2719	-34.8511	-28.8696	-17.6392	-27.2217	-17.1814	-25.9094	-18.8293	-27.3437	-23.9258	-20.5688
0.27195	-34.8816	-28.9001	-17.6697	-27.1912	-17.1814	-25.9094	-18.8293	-27.3437	-23.9258	-20.5688
0.272	-34.8511	-28.9307	-17.6697	-27.2217	-17.2119	-25.8789	-18.9209	-27.3437	-23.9258	-20.5688
0.27205	-34.8511	-28.9001	-17.6392	-27.3437	-17.2119	-25.9399	-18.8599	-27.3437	-23.9258	-20.5994
0.2721	-34.8511	-28.9001	-17.7002	-27.3437	-17.2119	-25.9094	-18.8904	-27.2827	-23.9258	-20.5688
0.27215	-34.8816	-28.9001	-17.6697	-27.3437	-17.2119	-25.9094	-18.8904	-27.2827	-23.9258	-20.5994
0.2722	-34.8511	-28.9612	-17.6697	-27.4048	-17.2119	-25.9094	-18.9209	-27.3132	-23.9258	-20.5994
0.27225	-34.8816	-28.9307	-17.6392	-27.4048	-17.2729	-25.9705	-18.8904	-27.2827	-23.9868	-20.6299
0.2723	-34.8816	-28.9001	-17.6697	-27.4658	-17.2119	-25.9094	-18.8599	-27.3132	-23.9563	-20.5994
0.27235	-34.8816	-28.8696	-17.6697	-27.4658	-17.1814	-25.9094	-18.8904	-27.3132	-23.9868	-20.6299
0.2724	-34.8511	-28.8696	-17.6392	-27.4658	-17.2729	-25.8789	-18.8904	-27.2522	-23.9563	-20.6909
0.27245	-34.8511	-28.9001	-17.6392	-27.4963	-17.2119	-25.9094	-18.9819	-27.2522	-23.9258	-20.6604
0.2725	-34.8511	-28.9001	-17.6697	-27.5574	-17.2424	-25.8789	-18.9209	-27.2217	-23.9868	-20.752
0.27255	-34.8511	-28.9001	-17.6697	-27.5269	-17.2729	-25.9094	-18.9514	-27.2522	-23.9563	-20.6909
0.2726	-34.8206	-28.8696	-17.6392	-27.5269	-17.3035	-25.9094	-18.9209	-27.2827	-24.0173	-20.7214
0.27265	-34.8206	-28.8391	-17.6697	-27.5879	-17.2729	-25.9094	-18.9819	-27.2522	-23.9868	-20.7214
0.2727	-34.8816	-28.8391	-17.6697	-27.5574	-17.2729	-25.8789	-18.9819	-27.2522	-24.0173	-20.7825
0.27275	-34.8206	-28.8391	-17.6392	-27.5574	-17.3035	-25.8789	-18.9514	-27.2522	-24.0173	-20.7825
0.2728	-34.8511	-28.8696	-17.6697	-27.6184	-17.3035	-25.8789	-18.9819	-27.2217	-24.0173	-20.752
0.27285	-34.8816	-28.8696	-17.6697	-27.6489	-17.2729	-25.9399	-18.9819	-27.2217	-24.0173	-20.752
0.2729	-34.8206	-28.9307	-17.6392	-27.6794	-17.3035	-25.9094	-19.0124	-27.2217	-24.0173	-20.752
0.27295	-34.8511	-28.8391	-17.6697	-27.6489	-17.3035	-25.9399	-19.0124	-27.2217	-23.9868	-20.752
0.273	-34.8206	-28.8391	-17.7307	-27.6794	-17.334	-25.9094	-18.9819	-27.2522	-23.9563	-20.813
0.27305	-34.8206	-28.9001	-17.6697	-27.6489	-17.3035	-25.9705	-19.0124	-27.2217	-23.9868	-20.8435
0.2731	-34.79	-28.9001	-17.7002	-27.6184	-17.3035	-25.9094	-19.043	-27.2217	-24.0173	-20.874
0.27315	-34.8206	-28.8696	-17.7002	-27.6794	-17.3645	-25.9094	-19.0735	-27.1912	-23.9868	-20.8435
0.2732	-34.79	-28.9001	-17.7307	-27.6489	-17.2729	-25.9705	-19.1345	-27.1912	-23.9868	-20.874
0.27325	-34.8206	-28.9001	-17.7307	-27.6794	-17.3035	-25.9399	-19.1345	-27.1606	-24.0173	-20.874
0.2733	-34.79	-28.9001	-17.7307	-27.71	-17.3035	-25.9399	-19.104	-27.1606	-23.9868	-20.874
0.27335	-34.79	-28.8696	-17.7612	-27.7405	-17.3035	-25.9094	-19.104	-27.1606	-23.9868	-20.9045
0.2734	-34.8206	-28.8696	-17.7307	-27.771	-17.334	-25.9094	-19.104	-27.1606	-24.0173	-20.8435
0.27345	-34.8206	-28.8696	-17.7307	-27.7405	-17.334	-25.8789	-19.1345	-27.1912	-24.0173	-20.9045
0.2735	-34.8206	-28.8696	-17.7612	-27.771	-17.3035	-25.9094	-19.1345	-27.1606	-24.0173	-20.9045
0.27355	-34.7595	-28.9001	-17.7307	-27.771	-17.395	-25.9094	-19.104	-27.1606	-24.0173	-20.9045
0.2736	-34.79	-28.8696	-17.7307	-27.7405	-17.334	-25.8789	-19.165	-27.1912	-24.0173	-20.9045
0.27365	-34.7595	-28.9001	-17.7307	-27.8015	-17.3645	-25.8789	-19.1345	-27.1912	-23.9868	-20.9351
0.2737	-34.79	-28.9001	-17.7612	-27.771	-17.334	-25.9399	-19.165	-27.1606	-24.0478	-20.9351
0.27375	-34.79	-28.8696	-17.7612	-27.8015	-17.395	-25.9705	-19.165	-27.1301	-24.0173	-20.9351
0.2738	-34.729	-28.8696	-17.7307	-27.832	-17.3645	-25.9705	-19.165	-27.1301	-24.0173	-21.0266
0.27385	-34.7595	-28.9001	-17.7307	-27.832	-17.3645	-25.9094	-19.165	-27.0996	-24.0478	-20.9656
0.2739	-34.6985	-28.9001	-17.7917	-27.771	-17.3645	-25.9399	-19.165	-27.1301	-24.0478	-20.9656
0.27395	-34.729	-28.8696	-17.7612	-27.771	-17.395	-25.8789	-19.1956	-27.1606	-24.0478	-21.0266
0.274	-34.6985	-28.9001	-17.7917	-27.832	-17.4255	-25.9399	-19.2261	-27.1301	-24.0784	-20.9961
0.27405	-34.6985	-28.9001	-17.7612	-27.832	-17.395	-25.9705	-19.2261	-27.1606	-24.1089	-20.9961
0.2741	-34.729	-28.8696	-17.7917	-27.8015	-17.4255	-25.9399	-19.1956	-27.0996	-24.0784	-20.9961
0.27415	-34.6985	-28.9307	-17.8528	-27.8015	-17.3645	-25.9705	-19.2261	-27.0996	-24.0478	-20.9961
0.2742	-34.6985	-28.9612	-17.7917	-27.832	-17.395	-25.9399	-19.2566	-27.1301	-24.0784	-20.9656
0.27425	-34.729	-28.9307	-17.7917	-27.8015	-17.3645	-25.9399	-19.1956	-27.1301	-24.1089	-21.0266
0.2743	-34.6985	-28.9307	-17.7917	-27.832	-17.4255	-25.9705	-19.1956	-27.1301	-24.0784	-21.0266
0.27435	-34.6985	-28.9307	-17.8528	-27.832	-17.395	-25.9094	-19.2566	-27.0386	-24.0784	-21.0571
0.2744	-34.668	-28.9307	-17.8528	-27.8625	-17.4255	-25.9399	-19.2261	-27.0691	-24.0784	-21.0876
0.27445	-34.668	-29.0222	-17.8223	-27.832	-17.395	-25.9094	-19.2566	-27.0691	-24.1089	-21.0876
0.2745	-34.668	-28.9612	-17.8223	-27.8625	-17.3645	-25.9399	-19.2566	-27.0996	-24.0173	-21.0571
0.27455	-34.668	-28.9612	-17.8833	-27.8015	-17.334	-25.9705	-19.2566	-27.0996	-24.0478	-21.1182
0.2746	-34.6374	-28.9917	-17.7917	-27.8625	-17.3645	-25.9705	-19.2566	-27.0996	-24.0784	-21.1487
0.27465	-34.6374	-28.9612	-17.8223	-27.832	-17.4255	-25.9094	-19.3481	-27.1301	-24.0478	-21.1487
0.2747	-34.668	-28.9307	-17.8833	-27.8625	-17.395	-25.9399	-19.3176	-27.0691	-24.0784	-21.1792
0.27475	-34.6374	-28.9612	-17.8528	-27.8625	-17.4255	-25.9399	-19.3176	-27.0386	-24.1089	-21.1487
0.2748	-34.6374	-28.9307	-17.8528	-27.8625	-17.395	-25.9094	-19.3481	-27.0996	-24.1089	-21.1792
0.27485	-34.6069	-28.9307	-17.8833	-27.832	-17.395	-25.9399	-19.3481	-27.0691	-24.1394	-21.2402
0.2749	-34.6374	-28.9612	-17.8528	-27.8625	-17.4255	-25.9399	-19.3787	-27.0996	-24.1089	-21.2097
0.27495	-34.668	-28.9001	-17.8528	-27.8931	-17.4255	-25.9705	-19.2871	-27.0691	-24.1089	-21.2402
0.275	-34.6069	-28.9307	-17.8833	-27.8931	-17.4255	-25.9399	-19.3176	-27.0691	-24.1394	-21.2097
0.27505	-34.6374	-28.9917	-17.8528	-27.832	-17.4561	-25.9094	-19.3176	-27.0691	-24.1394	-21.2097
0.2751	-34.668	-28.9612	-17.8223	-27.8625	-17.4255	-25.9094	-19.3176	-27.0691	-24.1699	-21.2097
0.27515	-34.6069	-28.9612	-17.9138	-27.8625	-17.4866	-25.8789	-19.3481	-27.0691	-24.1394	-21.2708
0.2752	-34.5764	-28.9917	-17.8833	-27.8931	-17.4561	-25.9094	-19.3481	-27.0996	-24.1699	-21.2402
0.27525	-34.6374	-28.9917	-17.8833	-27.9236	-17.5171	-25.9094	-19.4092	-27.0691	-24.1699	-21.2708
0.2753	-34.6069	-28.9917	-17.9138	-27.9236	-17.4561	-25.9399	-19.3787	-27.0691	-24.1699	-21.2708
0.27535	-34.6069	-28.9917	-17.8833	-27.8931	-17.4866	-25.9399	-19.3787	-27.0081	-24.1394	-21.3013
0.2754	-34.6069	-29.0222	-17.8528	-27.8931	-17.5171	-25.9399	-19.3787	-27.0081	-24.1699	-21.3013
0.27545	-34.6069	-28.9917	-17.8833	-27.9236	-17.4866	-25.9705	-19.3787	-27.0386	-24.1699	-21.3013
0.2755	-34.6374	-28.9917	-17.8528	-27.8625	-17.4866	-25.8789	-19.4092	-27.0386	-24.1699	-21.3318
0.27555	-34.5764	-28.9917	-17.8528	-27.8625	-17.4866	-25.9094	-19.4092	-27.0081	-24.2004	-21.3013
0.2756	-34.5459	-28.9612	-17.8528	-27.8625	-17.4866	-25.9705	-19.4092	-27.0691	-24.1699	-21.3318
0.27565	-34.5459	-28.9612	-17.8833	-27.8931	-17.4561	-25.9705	-19.3787	-27.0386	-24.2004	-21.3623
0.2757	-34.5459	-28.9917	-17.8528	-27.8625	-17.4866	-25.9399	-19.3787	-27.0081	-24.1699	-21.3318
0.27575	-34.5154	-28.9612	-17.8833	-27.8625	-17.5476	-25.9399	-19.4092	-27.0081	-24.1394	-21.3623
0.2758	-34.5764	-28.9612	-17.9138	-27.8931	-17.5171	-25.9094	-19.4397	-27.0081	-24.231	-21.3623
0.27585	-34.5459	-28.9612	-17.8833	-27.9236	-17.5171	-25.9094	-19.5007	-27.0081	-24.1394	-21.3928
0.2759	-34.5154	-28.9612	-17.9138	-27.9236	-17.5171	-25.9094	-19.4397	-27.0081	-24.1699	-21.4233
0.27595	-34.5459	-28.9612	-17.8833	-27.8931	-17.5171	-25.8789	-19.4397	-27.0081	-24.231	-21.4233
0.276	-34.5154	-28.9612	-17.9443	-27.9236	-17.5476	-25.8789	-19.4397	-27.0081	-24.1699	-21.4539
0.27605	-34.5154	-28.9917	-17.9138	-27.8931	-17.5171	-25.9399	-19.4397	-27.0081	-24.2004	-21.4233
0.2761	-34.5459	-28.9612	-17.9138	-27.8931	-17.5171	-25.9399	-19.4702	-27.0081	-24.2004	-21.4539
0.27615	-34.5154	-28.9612	-17.8833	-27.9541	-17.5781	-25.9399	-19.4702	-27.0386	-24.231	-21.4233
0.2762	-34.5459	-28.9612	-17.9443	-27.8931	-17.5476	-25.9094	-19.5007	-27.0081	-24.2004	-21.4844
0.27625	-34.5459	-28.9612	-17.8528	-27.8625	-17.5476	-25.8789	-19.5007	-27.0691	-24.231	-21.4539
0.2763	-34.5459	-28.9612	-17.8223	-27.8625	-17.5476	-25.8789	-19.5007	-27.0691	-24.231	-21.5149
0.27635	-34.4849	-28.9612	-17.8833	-27.832	-17.5171	-25.8789	-19.5007	-27.0386	-24.231	-21.5149
0.2764	-34.5154	-29.0222	-17.8833	-27.9236	-17.5476	-25.8789	-19.5007	-27.0386	-24.1699	-21.5149
0.27645	-34.5154	-28.9612	-17.8833	-27.8931	-17.5476	-25.9399	-19.5007	-27.0081	-24.231	-21.4844
0.2765	-34.4849	-28.9917	-17.8528	-27.832	-17.6086	-25.9094	-19.5312	-27.0081	-24.2004	-21.4844
0.27655	-34.5764	-28.9612	-17.8833	-27.8625	-17.5781	-25.9094	-19.5312	-26.9775	-24.2004	-21.4844
0.2766	-34.5154	-28.9917	-17.8833	-27.8625	-17.5781	-25.9399	-19.5618	-26.9775	-24.231	-21.4844
0.27665	-34.4543	-28.9612	-17.8528	-27.8931	-17.6086	-25.9399	-19.5312	-26.9775	-24.231	-21.5149
0.2767	-34.5154	-28.9917	-17.8528	-27.8931	-17.6697	-25.9705	-19.5312	-26.947	-24.2004	-21.5149
0.27675	-34.4849	-28.9917	-17.8833	-27.8625	-17.6392	-25.9094	-19.5923	-26.9775	-24.2004	-21.5454
0.2768	-34.4849	-28.9917	-17.8528	-27.8625	-17.6392	-25.9705	-19.6533	-26.9775	-24.231	-21.5454
0.27685	-34.5154	-28.9917	-17.8528	-27.832	-17.6697	-25.9399	-19.5618	-27.0081	-24.2004	-21.5759
0.2769	-34.4238	-28.9917	-17.8528	-27.8625	-17.6697	-25.9094	-19.5618	-26.9775	-24.2615	-21.5759
0.27695	-34.4543	-28.9612	-17.9443	-27.8625	-17.7002	-25.9399	-19.6228	-26.9775	-24.2615	-21.6064
0.277	-34.4543	-28.9917	-17.8528	-27.832	-17.6392	-25.9399	-19.5923	-26.947	-24.2004	-21.5759
0.27705	-34.4238	-28.9612	-17.8528	-27.8015	-17.6697	-25.9705	-19.5923	-26.947	-24.2004	-21.5759
0.2771	-34.4849	-28.9612	-17.8833	-27.8625	-17.6697	-25.9705	-19.6228	-26.9775	-24.2004	-21.5759
0.27715	-34.4543	-28.9917	-17.8833	-27.832	-17.6392	-25.9399	-19.6228	-26.947	-24.231	-21.6064
0.2772	-34.4238	-28.9917	-17.8528	-27.8015	-17.6697	-25.9705	-19.6228	-26.947	-24.1699	-21.637
0.27725	-34.3628	-28.9612	-17.8528	-27.832	-17.6697	-25.9399	-19.6838	-26.947	-24.2004	-21.5759
0.2773	-34.3628	-28.9612	-17.8528	-27.8015	-17.6697	-25.9705	-19.6838	-26.9775	-24.2004	-21.637
0.27735	-34.4238	-28.9917	-17.8833	-27.832	-17.6392	-25.9399	-19.6533	-26.947	-24.231	-21.637
0.2774	-34.3933	-28.9612	-17.8223	-27.832	-17.6697	-25.9399	-19.6838	-26.947	-24.2004	-21.637
0.27745	-34.3628	-28.9307	-17.8528	-27.832	-17.7002	-25.9399	-19.6533	-26.9165	-24.231	-21.637
0.2775	-34.4238	-28.9612	-17.8528	-27.832	-17.7002	-25.9399	-19.6838	-26.886	-24.231	-21.637
0.27755	-34.3628	-28.9612	-17.8223	-27.832	-17.7307	-25.9094	-19.7449	-26.886	-24.231	-21.6675
0.2776	-34.3628	-28.9612	-17.8223	-27.832	-17.7307	-25.9705	-19.7144	-26.886	-24.231	-21.698
0.27765	-34.3628	-28.9307	-17.7917	-27.8015	-17.7002	-25.9705	-19.7144	-26.886	-24.2615	-21.698
0.2777	-34.3933	-28.8696	-17.7917	-27.832	-17.7917	-25.9094	-19.7449	-26.886	-24.2004	-21.6675
0.27775	-34.3628	-28.9001	-17.8223	-27.832	-17.7307	-25.9705	-19.7449	-26.886	-24.231	-21.6675
0.2778	-34.3323	-28.9001	-17.8528	-27.8015	-17.7612	-25.9705	-19.7144	-26.886	-24.2004	-21.6675
0.27785	-34.3323	-28.9001	-17.8833	-27.8015	-17.7917	-25.9399	-19.7754	-26.886	-24.231	-21.698
0.2779	-34.3323	-28.9001	-17.8833	-27.8625	-17.8223	-25.9399	-19.7449	-26.8555	-24.231	-21.7285
0.27795	-34.3628	-28.9001	-17.8528	-27.832	-17.7917	-25.9094	-19.7449	-26.886	-24.231	-21.6675
0.278	-34.3323	-28.9307	-17.8223	-27.832	-17.8223	-25.9094	-19.8059	-26.8555	-24.231	-21.698
0.27805	-34.3933	-28.9612	-17.8223	-27.8015	-17.8528	-25.9094	-19.8059	-26.886	-24.2615	-21.6675
0.2781	-34.3323	-28.9001	-17.8528	-27.8015	-17.8223	-25.9399	-19.7754	-26.8555	-24.231	-21.7285
0.27815	-34.3628	-28.9307	-17.8223	-27.832	-17.8223	-25.9399	-19.8059	-26.886	-24.2615	-21.7285
0.2782	-34.3933	-28.9001	-17.8223	-27.771	-17.8223	-25.9705	-19.8059	-26.8555	-24.2615	-21.7285
0.27825	-34.3933	-28.9307	-17.8223	-27.8015	-17.8223	-25.9705	-19.8059	-26.8249	-24.292	-21.7285
0.2783	-34.3323	-28.9001	-17.8528	-27.771	-17.8833	-25.9705	-19.7754	-26.8249	-24.292	-21.759
0.27835	-34.3018	-28.8696	-17.8223	-27.7405	-17.8223	-25.9399	-19.8364	-26.886	-24.3225	-21.759
0.2784	-34.3323	-28.9001	-17.7917	-27.771	-17.8223	-25.9399	-19.8364	-26.8249	-24.292	-21.8201
0.27845	-34.2712	-28.9001	-17.8223	-27.771	-17.8833	-25.9399	-19.8364	-26.8249	-24.292	-21.7895
0.2785	-34.3323	-28.9001	-17.8223	-27.8015	-17.8528	-25.9705	-19.8669	-26.886	-24.292	-21.759
0.27855	-34.3018	-28.9001	-17.7612	-27.771	-17.8833	-25.9094	-19.8669	-26.8555	-24.2615	-21.7895
0.2786	-34.3018	-28.8696	-17.8223	-27.771	-17.8528	-25.9399	-19.8669	-26.8249	-24.292	-21.7895
0.27865	-34.3018	-28.9001	-17.8223	-27.71	-17.8833	-25.9399	-19.8975	-26.7944	-24.2615	-21.7895
0.2787	-34.3323	-28.8696	-17.8223	-27.7405	-17.8833	-25.9399	-19.928	-26.8555	-24.231	-21.8506
