ATF	1.0
8	11     
"AcquisitionMode=Episodic Stimulation"
"Comment="
"YTop=1000"
"YBottom=-1000"
"SyncTimeUnits=12.5"
"SweepStartTimesMS=0.000,3000.000,6000.000,9000.000,12000.000,15000.000,18000.000,21000.000,24000.000,27000.000"
"SignalsExported=V1prim"
"Signals="	"V1prim"	"V1prim"	"V1prim"	"V1prim"	"V1prim"	"V1prim"	"V1prim"	"V1prim"	"V1prim"	"V1prim"
"Time (s)"	"Trace #1 (mV)"	"Trace #2 (mV)"	"Trace #3 (mV)"	"Trace #4 (mV)"	"Trace #5 (mV)"	"Trace #6 (mV)"	"Trace #7 (mV)"	"Trace #8 (mV)"	"Trace #9 (mV)"	"Trace #10 (mV)"
0.07455	-31.7383	-29.0222	-28.1677	-25.9399	-23.8037	-21.8201	-19.3787	-15.9302	-14.4043	-12.2681
0.0746	-31.7078	-29.0222	-28.1677	-25.9094	-23.7732	-21.759	-19.3176	-15.8997	-14.3127	-12.2375
0.07465	-31.7078	-29.0833	-28.1372	-25.9399	-23.7732	-21.759	-19.2261	-15.8081	-14.2212	-12.1155
0.0747	-31.7078	-29.0527	-28.1677	-25.9399	-23.7427	-21.759	-19.2566	-15.7471	-14.2822	-12.085
0.07475	-31.7383	-29.0222	-28.1677	-25.8789	-23.7427	-21.759	-19.2261	-15.7166	-14.2212	-12.0544
0.0748	-31.7993	-29.0527	-28.1372	-25.9094	-23.7427	-21.6675	-19.2261	-15.7166	-14.1296	-11.9629
0.07485	-31.7688	-29.0222	-28.1982	-25.8789	-23.7732	-21.698	-19.1956	-15.6555	-14.0991	-11.9019
0.0749	-31.7383	-29.0527	-28.1067	-25.8484	-23.7427	-21.6064	-19.104	-15.6555	-14.0381	-11.8408
0.07495	-31.8298	-29.0833	-28.1677	-25.8179	-23.7427	-21.6064	-19.104	-15.564	-13.977	-11.7493
0.075	-31.7688	-29.0527	-28.1982	-25.8484	-23.7427	-21.698	-19.104	-15.4724	-13.9465	-11.6882
0.07505	-31.7688	-29.0527	-28.1677	-25.8179	-23.7122	-21.6064	-19.0735	-15.4419	-13.916	-11.6882
0.0751	-31.7688	-29.0833	-28.1982	-25.8179	-23.6816	-21.6064	-19.043	-15.4114	-13.8245	-11.5967
0.07515	-31.7993	-29.0833	-28.1982	-25.7568	-23.6816	-21.5454	-18.9819	-15.3503	-13.7939	-11.5356
0.0752	-31.8603	-29.1138	-28.1982	-25.7874	-23.7122	-21.5759	-18.8904	-15.2588	-13.7329	-11.4746
0.07525	-31.7993	-29.0527	-28.1067	-25.7568	-23.6511	-21.5454	-18.9209	-15.2588	-13.6719	-11.4136
0.0753	-31.8603	-29.0222	-28.1372	-25.7874	-23.6206	-21.4844	-18.9209	-15.2893	-13.5803	-11.4136
0.07535	-31.8603	-29.0833	-28.1372	-25.7874	-23.6206	-21.4844	-18.8599	-15.1672	-13.5803	-11.2915
0.0754	-31.8298	-29.0222	-28.1372	-25.7874	-23.5596	-21.4539	-18.8293	-15.1062	-13.4888	-11.2915
0.07545	-31.8298	-29.0222	-28.0762	-25.7874	-23.5901	-21.3928	-18.7683	-15.1062	-13.4583	-11.1694
0.0755	-31.8603	-29.0527	-28.0762	-25.7874	-23.5901	-21.3928	-18.7683	-15.0757	-13.3667	-11.1084
0.07555	-31.8298	-29.0527	-28.0762	-25.7874	-23.5596	-21.3928	-18.7073	-15.0146	-13.3057	-11.0779
0.0756	-31.8603	-29.0222	-28.0457	-25.7568	-23.4985	-21.3623	-18.6462	-15.0146	-13.2141	-10.9558
0.07565	-31.8909	-29.0527	-28.0762	-25.7568	-23.4985	-21.3318	-18.6157	-14.9536	-13.2446	-10.8948
0.0757	-31.8298	-29.0222	-28.0457	-25.6958	-23.468	-21.3013	-18.5852	-14.9231	-13.1531	-10.8337
0.07575	-31.8603	-29.0527	-28.1372	-25.7568	-23.468	-21.2708	-18.5852	-14.8315	-13.092	-10.7727
0.0758	-31.9519	-28.9917	-28.1067	-25.7263	-23.4375	-21.2708	-18.5852	-14.7705	-13.092	-10.7117
0.07585	-31.8603	-29.0222	-28.1067	-25.6653	-23.3765	-21.2708	-18.5852	-14.74	-13.031	-10.6201
0.0759	-31.8603	-29.0527	-28.0762	-25.6958	-23.3765	-21.2402	-18.5242	-14.6179	-13.0005	-10.5591
0.07595	-31.9214	-29.0222	-28.0762	-25.6958	-23.3765	-21.2402	-18.4937	-14.6179	-12.9089	-10.4675
0.076	-31.8603	-29.0222	-28.0762	-25.6958	-23.3765	-21.1792	-18.4937	-14.5874	-12.8784	-10.437
0.07605	-31.8909	-28.9917	-28.0762	-25.6653	-23.3765	-21.1792	-18.4631	-14.5569	-12.8174	-10.3149
0.0761	-31.8909	-29.0222	-28.0457	-25.6653	-23.3459	-21.1792	-18.4326	-14.4958	-12.7563	-10.2539
0.07615	-31.8909	-28.9917	-28.1067	-25.6348	-23.3459	-21.1487	-18.4021	-14.4958	-12.6953	-10.1624
0.0762	-31.8603	-28.9917	-28.0457	-25.6348	-23.3154	-21.1182	-18.3716	-14.4043	-12.6953	-10.1013
0.07625	-31.9519	-29.0527	-28.0151	-25.6653	-23.3459	-21.0876	-18.3716	-14.4043	-12.6038	-10.0403
0.0763	-31.9214	-28.9917	-28.0151	-25.6042	-23.2544	-21.0571	-18.3105	-14.4043	-12.5427	-9.94873
0.07635	-31.9214	-29.0222	-28.0457	-25.6042	-23.2849	-21.0571	-18.2495	-14.2822	-12.5427	-9.82666
0.0764	-31.9824	-28.9917	-28.0457	-25.5737	-23.2544	-21.0571	-18.1885	-14.2822	-12.4207	-9.76562
0.07645	-31.9824	-28.9917	-28.0151	-25.5737	-23.2544	-21.0266	-18.1885	-14.2517	-12.3596	-9.73511
0.0765	-31.9824	-28.9917	-28.0151	-25.5737	-23.2239	-20.9961	-18.219	-14.1907	-12.3291	-9.64355
0.07655	-31.9824	-29.0222	-28.0457	-25.5432	-23.1934	-21.0266	-18.158	-14.1602	-12.2681	-9.52148
0.0766	-31.9824	-29.0222	-28.0151	-25.5432	-23.2239	-20.9961	-18.1274	-14.0991	-12.207	-9.46045
0.07665	-31.9824	-29.0527	-28.0151	-25.5432	-23.1934	-20.9656	-18.1274	-14.0076	-12.146	-9.42993
0.0767	-32.0129	-29.0222	-28.0151	-25.4822	-23.1628	-20.9045	-18.0359	-13.977	-12.085	-9.30786
0.07675	-31.9824	-29.0222	-28.0457	-25.5737	-23.1628	-20.9045	-18.0664	-13.916	-12.0544	-9.21631
0.0768	-32.0129	-29.0222	-28.0151	-25.5127	-23.1628	-20.874	-18.0359	-13.855	-11.9934	-9.15527
0.07685	-32.0129	-29.0222	-27.9846	-25.4822	-23.1323	-20.8435	-17.9749	-13.8245	-12.0239	-9.09424
0.0769	-31.9824	-29.0527	-27.9846	-25.4822	-23.0713	-20.8435	-17.9138	-13.8245	-11.8713	-9.00268
0.07695	-32.0129	-28.9917	-27.9846	-25.4517	-23.0408	-20.7825	-17.8833	-13.7329	-11.8103	-8.91113
0.077	-32.0129	-29.0833	-28.0151	-25.4517	-23.1018	-20.752	-17.9138	-13.7024	-11.7798	-8.81958
0.07705	-32.0435	-29.0222	-27.9846	-25.4517	-23.0713	-20.7214	-17.8833	-13.6414	-11.6882	-8.72803
0.0771	-32.0129	-28.9917	-28.0151	-25.4822	-23.0713	-20.7214	-17.8528	-13.6414	-11.6272	-8.60596
0.07715	-32.0435	-28.9612	-27.9541	-25.4211	-23.0103	-20.7214	-17.8528	-13.5193	-11.5662	-8.54492
0.0772	-32.074	-29.0222	-27.9846	-25.4517	-23.0408	-20.6604	-17.8223	-13.4888	-11.5356	-8.45337
0.07725	-32.0129	-29.0222	-27.9541	-25.4517	-22.9797	-20.6604	-17.7002	-13.4888	-11.4441	-8.39233
0.0773	-32.074	-29.0222	-27.8931	-25.4517	-22.9492	-20.6299	-17.6697	-13.3972	-11.3831	-8.27026
0.07735	-32.0435	-29.0222	-27.8931	-25.4517	-22.9797	-20.5688	-17.6697	-13.3362	-11.2915	-8.20923
0.0774	-32.0435	-29.0527	-27.832	-25.4211	-22.9492	-20.5383	-17.6086	-13.3057	-11.261	-8.11767
0.07745	-32.0435	-29.0527	-27.8625	-25.3906	-22.9492	-20.5688	-17.6086	-13.1836	-11.1694	-8.02612
0.0775	-32.0129	-29.0222	-27.8625	-25.3601	-22.9187	-20.5688	-17.6086	-13.1531	-11.0779	-7.9956
0.07755	-32.074	-29.0527	-27.8625	-25.3601	-22.9492	-20.5383	-17.5476	-13.092	-10.9863	-7.84302
0.0776	-32.0129	-29.0527	-27.832	-25.3601	-22.8882	-20.5078	-17.4866	-13.092	-10.9558	-7.78198
0.07765	-32.074	-29.0222	-27.8625	-25.2991	-22.9187	-20.5078	-17.4866	-13.0005	-10.8643	-7.65991
0.0777	-32.074	-28.9917	-27.9236	-25.3601	-22.8882	-20.4773	-17.4561	-12.97	-10.8337	-7.59888
0.07775	-32.0435	-28.9917	-27.9236	-25.3296	-22.8882	-20.4468	-17.395	-12.97	-10.7422	-7.50732
0.0778	-32.074	-29.0222	-27.832	-25.2991	-22.8577	-20.4163	-17.4255	-12.9089	-10.7117	-7.35474
0.07785	-32.0129	-29.0222	-27.8625	-25.3296	-22.8271	-20.4163	-17.395	-12.8479	-10.6201	-7.2937
0.0779	-32.074	-29.0222	-27.8015	-25.2686	-22.7966	-20.3247	-17.334	-12.8174	-10.5591	-7.23267
0.07795	-32.074	-29.0222	-27.832	-25.2686	-22.7661	-20.3552	-17.334	-12.7869	-10.498	-7.14111
0.078	-32.074	-29.0222	-27.8625	-25.2991	-22.7661	-20.3857	-17.334	-12.7258	-10.4675	-6.98852
0.07805	-32.1045	-29.0527	-27.8625	-25.2686	-22.7661	-20.2942	-17.3035	-12.6953	-10.3149	-6.89697
0.0781	-32.1655	-28.9917	-27.8625	-25.2991	-22.7356	-20.2942	-17.3035	-12.6343	-10.3149	-6.7749
0.07815	-32.1045	-29.0527	-27.8625	-25.238	-22.6746	-20.2942	-17.2424	-12.5732	-10.2234	-6.71387
0.0782	-32.135	-28.9917	-27.8625	-25.2075	-22.7051	-20.2332	-17.2424	-12.5427	-10.1624	-6.65283
0.07825	-32.1045	-28.9612	-27.8625	-25.238	-22.644	-20.2332	-17.1814	-12.4207	-10.0708	-6.53076
0.0783	-32.135	-29.0222	-27.832	-25.238	-22.7051	-20.2942	-17.1204	-12.4512	-10.0403	-6.43921
0.07835	-32.135	-28.9917	-27.771	-25.2686	-22.6135	-20.2026	-17.1509	-12.2986	-9.97925	-6.31714
0.0784	-32.1655	-28.9917	-27.8015	-25.2075	-22.583	-20.1721	-17.1204	-12.2681	-9.94873	-6.22559
0.07845	-32.1655	-29.0222	-27.7405	-25.238	-22.6135	-20.1721	-17.0593	-12.1765	-9.82666	-6.13403
0.0785	-32.196	-29.0222	-27.771	-25.238	-22.583	-20.1416	-16.9678	-12.146	-9.73511	-6.04248
0.07855	-32.1655	-29.0833	-27.8015	-25.177	-22.583	-20.1416	-16.9983	-12.0544	-9.67407	-5.92041
0.0786	-32.1655	-29.0222	-27.771	-25.2075	-22.5525	-20.1111	-16.9678	-11.9934	-9.61304	-5.82886
0.07865	-32.1655	-29.0527	-27.7405	-25.177	-22.5525	-20.0806	-16.9373	-11.9324	-9.552	-5.70679
0.0787	-32.196	-28.9917	-27.771	-25.177	-22.6135	-20.05	-16.8762	-11.9324	-9.42993	-5.61523
0.07875	-32.1655	-29.0527	-27.71	-25.1465	-22.5525	-20.0806	-16.8457	-11.8408	-9.39941	-5.5542
0.0788	-32.1655	-29.0527	-27.71	-25.116	-22.522	-19.989	-16.7847	-11.8408	-9.30786	-5.40161
0.07885	-32.1655	-29.0222	-27.7405	-25.0854	-22.522	-19.9585	-16.7541	-11.7493	-9.27734	-5.27954
0.0789	-32.1655	-29.0222	-27.7405	-25.0854	-22.4915	-19.989	-16.6931	-11.7493	-9.21631	-5.12695
0.07895	-32.135	-29.0222	-27.71	-25.0549	-22.4609	-19.928	-16.6931	-11.6272	-9.12475	-5.06592
0.079	-32.135	-29.0222	-27.71	-25.0244	-22.4609	-19.928	-16.6321	-11.5967	-9.00268	-4.94385
0.07905	-32.1655	-29.0833	-27.71	-25.116	-22.4609	-19.928	-16.6016	-11.5356	-8.97217	-4.91333
0.0791	-32.2266	-29.0527	-27.71	-25.0854	-22.4609	-19.8975	-16.571	-11.5051	-8.88061	-4.79126
0.07915	-32.196	-29.0222	-27.6794	-25.0549	-22.4609	-19.8669	-16.51	-11.4441	-8.75854	-4.63867
0.0792	-32.196	-29.0527	-27.6489	-25.0549	-22.4304	-19.8669	-16.51	-11.3525	-8.69751	-4.54712
0.07925	-32.2266	-28.9917	-27.6794	-25.0244	-22.3999	-19.8364	-16.4185	-11.261	-8.63647	-4.42505
0.0793	-32.2266	-29.0527	-27.71	-25.0549	-22.3999	-19.8059	-16.449	-11.2305	-8.5144	-4.30298
0.07935	-32.2571	-29.0527	-27.6794	-24.9939	-22.3694	-19.7449	-16.3879	-11.1694	-8.48389	-4.24194
0.0794	-32.2266	-28.9917	-27.71	-24.9939	-22.3694	-19.7754	-16.3574	-11.1084	-8.36182	-4.08935
0.07945	-32.2266	-29.0222	-27.6489	-25.0244	-22.3389	-19.7449	-16.3574	-11.0168	-8.23975	-3.93677
0.0795	-32.2266	-29.0527	-27.6489	-25.0244	-22.3694	-19.6838	-16.2964	-10.9558	-8.17871	-3.8147
0.07955	-32.2571	-28.9917	-27.6489	-24.9939	-22.3389	-19.6838	-16.2353	-10.9558	-8.11767	-3.66211
0.0796	-32.2876	-29.0222	-27.6794	-24.9634	-22.3389	-19.6228	-16.2353	-10.8643	-8.05664	-3.60107
0.07965	-32.2266	-29.0222	-27.6794	-24.9634	-22.2778	-19.6533	-16.2353	-10.8337	-7.93457	-3.44849
0.0797	-32.2876	-29.0222	-27.6489	-24.9329	-22.2473	-19.6228	-16.1743	-10.7422	-7.84302	-3.32642
0.07975	-32.2876	-29.0222	-27.6794	-24.9023	-22.2473	-19.5923	-16.1438	-10.6812	-7.75146	-3.23486
0.0798	-32.3181	-29.0527	-27.6184	-24.9329	-22.2168	-19.5618	-16.1438	-10.6506	-7.62939	-3.08228
0.07985	-32.3181	-29.0222	-27.5879	-24.9329	-22.2168	-19.5312	-16.0828	-10.5286	-7.50732	-2.9602
0.0799	-32.2571	-28.9917	-27.5574	-24.8718	-22.2168	-19.5312	-15.9912	-10.498	-7.44629	-2.80762
0.07995	-32.2876	-28.9917	-27.5879	-24.9023	-22.1863	-19.4702	-16.0217	-10.4675	-7.32422	-2.68555
0.08	-32.2876	-29.0222	-27.5879	-24.9023	-22.1558	-19.4702	-15.9302	-10.4065	-7.23267	-2.56348
0.08005	-32.3181	-29.0222	-27.5879	-24.8718	-22.1558	-19.4702	-15.9607	-10.3149	-7.17163	-2.41089
0.0801	-32.3181	-29.0222	-27.5879	-24.9023	-22.1558	-19.4702	-15.8691	-10.2539	-7.01904	-2.28882
0.08015	-32.2876	-29.0833	-27.6184	-24.9023	-22.1252	-19.4092	-15.8386	-10.2539	-6.92749	-2.19727
0.0802	-32.3181	-29.0527	-27.5879	-24.8108	-22.1252	-19.3787	-15.8081	-10.1013	-6.83594	-2.01416
0.08025	-32.3486	-29.0222	-27.6184	-24.8108	-22.0947	-19.3787	-15.7776	-10.0708	-6.68335	-1.83105
0.0803	-32.3486	-29.0222	-27.5574	-24.8108	-22.0947	-19.3176	-15.7166	-10.0403	-6.62231	-1.7395
0.08035	-32.3486	-29.0222	-27.5879	-24.7803	-22.1558	-19.3176	-15.686	-9.94873	-6.53076	-1.58691
0.0804	-32.3486	-29.0222	-27.6184	-24.7498	-22.1252	-19.2871	-15.625	-9.88769	-6.43921	-1.46484
0.08045	-32.3791	-29.0527	-27.5879	-24.7498	-22.0947	-19.3176	-15.6555	-9.82666	-6.34766	-1.34277
0.0805	-32.3791	-29.0527	-27.5574	-24.7498	-22.0642	-19.2261	-15.5945	-9.73511	-6.16455	-1.15967
0.08055	-32.4097	-29.0527	-27.5574	-24.7498	-22.0337	-19.2261	-15.5334	-9.67407	-6.13403	-1.0376
0.0806	-32.3791	-29.0527	-27.5574	-24.7498	-22.0337	-19.165	-15.4724	-9.58252	-5.98144	-0.854492
0.08065	-32.3486	-29.0222	-27.5879	-24.7498	-22.0032	-19.1956	-15.4724	-9.52148	-5.92041	-0.671387
0.0807	-32.3486	-29.0222	-27.5879	-24.7498	-21.9727	-19.1345	-15.4419	-9.46045	-5.82886	-0.518799
0.08075	-32.3486	-28.9917	-27.5879	-24.7498	-21.9727	-19.1345	-15.3809	-9.39941	-5.70679	-0.366211
0.0808	-32.3791	-29.0222	-27.5574	-24.7192	-21.9116	-19.104	-15.3503	-9.33838	-5.58472	-0.244141
0.08085	-32.4097	-28.9612	-27.5879	-24.6887	-21.9421	-19.104	-15.2893	-9.27734	-5.49316	-0.0305176
0.0809	-32.3791	-29.0222	-27.5269	-24.7192	-21.8811	-19.0735	-15.2588	-9.21631	-5.40161	0.12207
0.08095	-32.4097	-28.9917	-27.5574	-24.7192	-21.8811	-19.043	-15.2283	-9.09424	-5.27954	0.305176
0.081	-32.4097	-28.9917	-27.5879	-24.7192	-21.8811	-19.0124	-15.1978	-9.0332	-5.15747	0.457764
0.08105	-32.4707	-28.9612	-27.5574	-24.7192	-21.8811	-19.0124	-15.1062	-8.94165	-5.06592	0.640869
0.0811	-32.3486	-29.0222	-27.5574	-24.7192	-21.8506	-18.9819	-15.1062	-8.88061	-4.94385	0.854492
0.08115	-32.3486	-29.0222	-27.5879	-24.6887	-21.8201	-18.9819	-15.0452	-8.8501	-4.79126	1.0376
0.0812	-32.4402	-29.0222	-27.5269	-24.7192	-21.8506	-18.9209	-15.0452	-8.81958	-4.69971	1.2207
0.08125	-32.3486	-29.0222	-27.5574	-24.6582	-21.7895	-18.9209	-15.0146	-8.69751	-4.57764	1.40381
0.0813	-32.4097	-29.0222	-27.4963	-24.6277	-21.8201	-18.8599	-14.9536	-8.63647	-4.42505	1.61743
0.08135	-32.4097	-28.9612	-27.5269	-24.6887	-21.7895	-18.8293	-14.9231	-8.5144	-4.30298	1.80054
0.0814	-32.3791	-29.0222	-27.5269	-24.6887	-21.7895	-18.8599	-14.9231	-8.48389	-4.21143	2.01416
0.08145	-32.3486	-29.0222	-27.4963	-24.6277	-21.7285	-18.7988	-14.8315	-8.42285	-4.11987	2.16675
0.0815	-32.4402	-29.0527	-27.4658	-24.6887	-21.7285	-18.7988	-14.801	-8.3313	-4.05884	2.41089
0.08155	-32.4097	-29.0527	-27.5269	-24.5972	-21.7285	-18.7683	-14.7705	-8.23975	-3.96728	2.53296
0.0816	-32.4402	-29.0222	-27.4963	-24.5972	-21.6675	-18.7683	-14.74	-8.17871	-3.78418	2.7771
0.08165	-32.4707	-29.0527	-27.5269	-24.5972	-21.698	-18.7073	-14.7095	-8.08716	-3.69263	2.99072
0.0817	-32.4402	-29.0222	-27.5574	-24.5361	-21.6675	-18.7073	-14.7095	-8.02612	-3.54004	3.17383
0.08175	-32.4707	-29.0527	-27.4658	-24.5361	-21.698	-18.6462	-14.6484	-7.90405	-3.479	3.41797
0.0818	-32.4707	-28.9917	-27.4658	-24.5361	-21.6064	-18.6462	-14.5874	-7.8125	-3.35693	3.60107
0.08185	-32.5317	-29.0222	-27.4658	-24.5666	-21.6064	-18.6462	-14.5569	-7.72095	-3.23486	3.84521
0.0819	-32.5012	-29.0527	-27.4353	-24.5361	-21.637	-18.6157	-14.4958	-7.62939	-3.05176	4.02832
0.08195	-32.4402	-29.0222	-27.4353	-24.5056	-21.6064	-18.6462	-14.4958	-7.56836	-2.9602	4.24194
0.082	-32.4402	-29.0222	-27.4658	-24.5666	-21.5454	-18.5852	-14.4043	-7.47681	-2.83813	4.48608
0.08205	-32.4097	-29.0222	-27.4353	-24.5056	-21.5454	-18.5547	-14.3738	-7.41577	-2.71606	4.69971
0.0821	-32.4707	-29.0222	-27.4048	-24.5056	-21.4844	-18.5547	-14.2822	-7.32422	-2.65503	4.91333
0.08215	-32.4707	-29.0833	-27.4658	-24.5056	-21.5149	-18.5242	-14.2517	-7.26318	-2.50244	5.15747
0.0822	-32.4707	-28.9917	-27.4353	-24.5056	-21.4844	-18.5242	-14.2212	-7.20215	-2.34985	5.34058
0.08225	-32.4707	-28.9917	-27.4048	-24.4751	-21.4539	-18.4631	-14.2212	-7.08008	-2.19727	5.58472
0.0823	-32.4707	-29.0527	-27.4353	-24.4751	-21.4233	-18.4326	-14.1296	-6.98852	-2.0752	5.79834
0.08235	-32.4707	-28.9917	-27.3743	-24.4751	-21.4539	-18.4021	-14.0991	-6.89697	-1.92261	6.04248
0.0824	-32.4707	-29.0222	-27.4048	-24.4446	-21.4233	-18.3411	-14.0686	-6.80542	-1.7395	6.2561
0.08245	-32.4402	-29.0222	-27.4353	-24.4141	-21.4539	-18.3411	-14.0686	-6.74438	-1.58691	6.50024
0.0825	-32.4402	-29.0527	-27.4048	-24.3835	-21.4233	-18.3105	-14.0381	-6.62231	-1.49536	6.74438
0.08255	-32.4402	-29.0222	-27.4353	-24.4141	-21.4233	-18.2495	-13.977	-6.53076	-1.31226	7.01904
0.0826	-32.4707	-29.0527	-27.4048	-24.3835	-21.3623	-18.28	-13.9465	-6.40869	-1.19019	7.23267
0.08265	-32.5012	-29.0527	-27.4048	-24.3835	-21.3318	-18.219	-13.977	-6.31714	-1.00708	7.47681
0.0827	-32.5012	-29.0527	-27.4048	-24.3835	-21.3318	-18.219	-13.8855	-6.2561	-0.88501	7.72095
0.08275	-32.5317	-29.0222	-27.4658	-24.3835	-21.3318	-18.219	-13.855	-6.13403	-0.762939	7.96509
0.0828	-32.5012	-29.0222	-27.4048	-24.353	-21.3623	-18.1885	-13.8855	-6.073	-0.579834	8.27026
0.08285	-32.5317	-29.0222	-27.4048	-24.3835	-21.2708	-18.1274	-13.7939	-6.01196	-0.427246	8.5144
0.0829	-32.5317	-29.0222	-27.4048	-24.3225	-21.2708	-18.1274	-13.7634	-5.85937	-0.305176	8.75854
0.08295	-32.5317	-28.9917	-27.4048	-24.353	-21.2402	-18.0969	-13.7634	-5.76782	-0.12207	9.06372
0.083	-32.5623	-28.9917	-27.3743	-24.292	-21.2708	-18.0664	-13.6719	-5.64575	0.0305176	9.33838
0.08305	-32.5623	-28.9917	-27.3437	-24.292	-21.3013	-18.0969	-13.6414	-5.61523	0.183105	9.552
0.0831	-32.5623	-28.9612	-27.3743	-24.3225	-21.2708	-18.0664	-13.6414	-5.46265	0.335693	9.85718
0.08315	-32.5928	-28.9917	-27.4048	-24.292	-21.2402	-18.0359	-13.5803	-5.37109	0.579834	10.1318
0.0832	-32.5623	-28.9917	-27.3743	-24.2615	-21.2402	-18.0359	-13.5193	-5.24902	0.671387	10.3455
0.08325	-32.5623	-28.9917	-27.3743	-24.2615	-21.2097	-18.0054	-13.4277	-5.21851	0.854492	10.6201
0.0833	-32.5317	-28.9917	-27.3437	-24.2615	-21.2097	-17.9749	-13.3972	-5.09644	1.00708	10.9253
0.08335	-32.5928	-28.9307	-27.3132	-24.2615	-21.1792	-17.9749	-13.3972	-4.97436	1.12915	11.2
0.0834	-32.5928	-28.9612	-27.3132	-24.231	-21.1792	-17.9138	-13.3667	-4.85229	1.34277	11.4136
0.08345	-32.5623	-28.9917	-27.3132	-24.231	-21.1792	-17.9138	-13.3667	-4.79126	1.5564	11.7187
0.0835	-32.5317	-28.9917	-27.3132	-24.231	-21.1792	-17.8528	-13.3057	-4.66919	1.70898	11.9934
0.08355	-32.6233	-28.9917	-27.2827	-24.2615	-21.1487	-17.8528	-13.2751	-4.5166	1.89209	12.2986
0.0836	-32.5928	-29.0222	-27.3437	-24.2004	-21.0876	-17.7917	-13.2141	-4.45557	2.10571	12.6343
0.08365	-32.5317	-29.0527	-27.3132	-24.2004	-21.0571	-17.7917	-13.1836	-4.36401	2.22778	12.9395
0.0837	-32.5317	-29.0527	-27.3132	-24.2004	-21.0266	-17.7612	-13.1531	-4.27246	2.47192	13.1836
0.08375	-32.5623	-29.0222	-27.3132	-24.2004	-21.0266	-17.7917	-13.1226	-4.18091	2.65503	13.5193
0.0838	-32.6233	-29.0527	-27.3437	-24.2004	-20.9961	-17.7307	-13.092	-4.05884	2.83813	13.7939
0.08385	-32.5928	-29.0222	-27.2827	-24.1699	-20.9961	-17.7002	-13.031	-3.96728	3.08228	14.1296
0.0839	-32.6538	-29.0222	-27.3132	-24.1699	-20.9656	-17.6697	-12.97	-3.84521	3.26538	14.4043
0.08395	-32.6233	-28.9917	-27.3132	-24.1394	-20.9961	-17.6392	-12.97	-3.75366	3.44849	14.7705
0.084	-32.6233	-29.0222	-27.2827	-24.1699	-20.9351	-17.6392	-12.9395	-3.66211	3.66211	15.0757
0.08405	-32.6233	-29.0222	-27.2827	-24.1394	-20.9961	-17.6697	-12.9089	-3.54004	3.87573	15.3198
0.0841	-32.6843	-29.0527	-27.2827	-24.1394	-20.9961	-17.6086	-12.8174	-3.41797	4.05884	15.5945
0.08415	-32.7148	-29.0222	-27.3132	-24.1089	-20.9351	-17.5781	-12.7869	-3.32642	4.3335	15.8997
0.0842	-32.6843	-29.0222	-27.3132	-24.0784	-20.874	-17.5781	-12.6953	-3.17383	4.54712	16.2048
0.08425	-32.6843	-29.0222	-27.3132	-24.0784	-20.9045	-17.5171	-12.6953	-3.02124	4.73022	16.449
0.0843	-32.6843	-29.0527	-27.2522	-24.0784	-20.8435	-17.5171	-12.6953	-2.89917	4.97436	16.7847
0.08435	-32.6538	-29.0222	-27.2827	-24.0173	-20.874	-17.4255	-12.6038	-2.7771	5.15747	17.0288
0.0844	-32.6843	-28.9917	-27.2522	-24.0478	-20.874	-17.4255	-12.6038	-2.62451	5.37109	17.334
0.08445	-32.7148	-29.0527	-27.2522	-24.0173	-20.813	-17.4255	-12.5427	-2.59399	5.70679	17.6086
0.0845	-32.6843	-28.9917	-27.2217	-24.0478	-20.813	-17.3645	-12.5122	-2.41089	5.92041	17.8528
0.08455	-32.7148	-28.9917	-27.2827	-24.0478	-20.7825	-17.334	-12.5427	-2.28882	6.16455	18.1885
0.0846	-32.7148	-28.9917	-27.2522	-23.9868	-20.813	-17.3035	-12.4512	-2.19727	6.37817	18.4326
0.08465	-32.7148	-28.9917	-27.2217	-24.0173	-20.752	-17.2424	-12.3901	-2.01416	6.68335	18.6768
0.0847	-32.6538	-28.9917	-27.2522	-24.0173	-20.7825	-17.2424	-12.3291	-1.89209	6.92749	19.0124
0.08475	-32.7148	-28.9917	-27.2522	-24.0173	-20.6909	-17.2119	-12.2681	-1.80054	7.14111	19.2871
0.0848	-32.7148	-29.0222	-27.2217	-24.0478	-20.752	-17.2119	-12.207	-1.58691	7.41577	19.5618
0.08485	-32.6843	-28.9917	-27.2217	-23.9563	-20.6909	-17.2119	-12.1765	-1.46484	7.62939	19.8059
0.0849	-32.7454	-28.9917	-27.1912	-23.9258	-20.7214	-17.1814	-12.1155	-1.37329	7.93457	20.1111
0.08495	-32.7759	-28.9917	-27.2217	-23.9258	-20.6909	-17.0898	-12.1155	-1.15967	8.11767	20.3857
0.085	-32.7454	-28.9917	-27.1912	-23.9258	-20.6604	-17.0898	-12.0239	-1.06812	8.42285	20.6604
0.08505	-32.7454	-28.9612	-27.1912	-23.9868	-20.6299	-17.0593	-12.0239	-0.915527	8.66699	20.874
0.0851	-32.7759	-28.9917	-27.1912	-23.9258	-20.5994	-17.0288	-11.9629	-0.732422	8.88061	21.1182
0.08515	-32.7148	-28.9612	-27.1912	-23.9563	-20.5994	-16.9983	-11.9019	-0.579834	9.18579	21.3318
0.0852	-32.7759	-28.9917	-27.2217	-23.9563	-20.5994	-16.9983	-11.8713	-0.427246	9.49097	21.5454
