g_kna_mS_cm2,current_uA_cm2,rate_hz,late_voltage_mV,late_voltage_sd_mV,h_available,sodium_mM,block,calcium_voltage_proxy,late_spikes
3,110,6.0,-46.314720153808594,10.69266414642334,0.10502023249864578,12.86217212677002,0.0,0.20541347563266754,0.0
3,120,4.0,-45.48275375366211,8.969623565673828,0.09653066098690033,12.357161521911621,0.0,0.18799814581871033,0.0
3,130,4.0,-44.92160415649414,7.297408103942871,0.08900375664234161,11.845827102661133,0.0,0.16952967643737793,0.0
3,140,4.0,-44.55879211425781,5.491282939910889,0.08319327235221863,11.37330436706543,0.0,0.1537143886089325,0.0
3,150,2.0,-43.937232971191406,3.344904899597168,0.07833549380302429,10.958319664001465,0.0,0.14138172566890717,0.0
3,160,2.0,-43.513004302978516,0.003971613943576813,0.07399681210517883,10.795511245727539,1.0,0.13759437203407288,0.0
3,180,2.0,-42.523529052734375,0.0028210552409291267,0.0663083866238594,11.185281753540039,1.0,0.15646645426750183,0.0
3,200,2.0,-41.60272979736328,0.0024870936758816242,0.059956859797239304,11.520330429077148,1.0,0.1769513189792633,0.0
5,0,0.0,-65.82843780517578,0.0013961609220132232,0.6247761845588684,5.098394393920898,0.0,0.003940937574952841,0.0
5,5,2.0,-62.4376106262207,0.002014158759266138,0.5046525001525879,5.269442558288574,0.0,0.010342920199036598,0.0
5,10,2.0,-60.218902587890625,0.001455966616049409,0.42572468519210815,5.4573893547058105,0.0,0.013238813728094101,0.0
5,15,10.0,-57.53801727294922,11.987815856933594,0.34832364320755005,5.989718437194824,0.0,0.029187677428126335,2.0
5,20,26.0,-58.16149139404297,0.8977182507514954,0.360283225774765,8.109858512878418,0.0,0.056652069091796875,0.0
5,30,54.0,-54.94809341430664,16.593225479125977,0.28529784083366394,10.60789680480957,0.0,0.10395573824644089,5.0
5,40,76.0,-53.29751968383789,17.85120391845703,0.25125110149383545,12.389531135559082,0.0,0.1396503895521164,7.0
5,60,96.0,-50.999488830566406,17.429336547851562,0.19810079038143158,13.435452461242676,0.0,0.1730096936225891,9.0
5,80,112.0,-49.260501861572266,15.414839744567871,0.15499503910541534,13.55375862121582,0.0,0.1973860263824463,10.0
5,90,120.0,-47.81464385986328,14.093283653259277,0.13843022286891937,13.383031845092773,0.0,0.20541802048683167,12.0
5,100,126.0,-47.53367233276367,12.30308723449707,0.1249702200293541,13.0940523147583,0.0,0.20347200334072113,12.0
5,110,6.0,-46.76048278808594,10.66169261932373,0.11301354318857193,12.684443473815918,0.0,0.1944558173418045,0.0
5,120,4.0,-46.31183624267578,8.868175506591797,0.1021043211221695,12.187803268432617,0.0,0.17608371376991272,0.0
5,130,4.0,-45.39848709106445,7.190244674682617,0.09385416656732559,11.666465759277344,0.0,0.1591586470603943,0.0
5,140,4.0,-45.03108215332031,5.372872829437256,0.0883302092552185,11.195374488830566,0.0,0.14459694921970367,0.0
5,150,2.0,-44.461212158203125,3.359992504119873,0.0825207456946373,10.795890808105469,0.0,0.13389945030212402,0.0
5,160,2.0,-43.96642303466797,0.011591549962759018,0.07782939076423645,10.613310813903809,1.0,0.13040748238563538,0.0
5,180,2.0,-42.99443435668945,0.0031072625424712896,0.06985661387443542,11.007376670837402,1.0,0.1480596363544464,0.0
5,200,2.0,-42.09156036376953,0.0034189026337116957,0.06324513256549835,11.350973129272461,1.0,0.16731847822666168,0.0
