label,family,baseline_E,baseline_I,baseline_ptp,min_activity,max_activity,E_mean_0,I_mean_0,E_ptp_0,crossings_0,I_output_mean_0,E_mean_1,I_mean_1,E_ptp_1,crossings_1,I_output_mean_1,persistent_oscillation,valid_baseline
somatic_grid_13.5_0.7/S2/CaMKII,somatic_grid_13.5_0.7,0.05999537422106466,0.05769161834932871,3.0433433672455434e-07,0.027436301871880488,0.06869205932578619,0.028421141095549933,0.039055252986961844,0.0,0,0.039055252986961844,0.028421141095549933,0.039055252986961844,0.0,0,0.039055252986961844,False,True
somatic_grid_13.5_0.7/S2/hDlx,somatic_grid_13.5_0.7,0.05999537422106466,0.05769161834932871,3.0433433672455434e-07,0.020817499833717067,0.4024475919913221,0.14916718654761713,0.10586871941219486,0.38162897001240326,12,0.10586871941219486,0.15085598064316288,0.10599298849362092,0.3816270068321479,13,0.10599298849362092,True,True
somatic_grid_13.5_0.7/S2/I_spared,somatic_grid_13.5_0.7,0.05999537422106466,0.05769161834932871,3.0433433672455434e-07,0.027436301871880488,0.06869205932578619,0.028421141095549933,0.039055252986961844,0.0,0,0.039055252986961844,0.028421141095549933,0.039055252986961844,0.0,0,0.039055252986961844,False,True
somatic_grid_13.5_0.7/S1/baseline,somatic_grid_13.5_0.7,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.049288038485100306,0.051640551846398264,0.049634995284876776,0.051156591987958376,0.0,0,0.051156591987958376,0.049634995284876776,0.051156591987958376,0.0,0,0.051156591987958376,False,True
somatic_grid_13.5_0.7/S1/Syn,somatic_grid_13.5_0.7,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.036598445954365816,0.09070834370578107,0.086750454366089,0.039053120496007884,0.0,0,0.039053120496007884,0.086750454366089,0.039053120496007884,0.0,0,0.039053120496007884,False,True
somatic_grid_13.5_0.7/S1/CaMKII,somatic_grid_13.5_0.7,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.023975574362762236,0.051640551846398264,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,False,True
somatic_grid_13.5_0.7/S1/hDlx,somatic_grid_13.5_0.7,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.02890284184485755,0.32769948861067477,0.13792583794434513,0.08206599586151796,0.28817333356069097,12,0.08206599586151796,0.14429563331189657,0.08383888825096868,0.2881729876469812,13,0.08383888825096868,True,True
somatic_grid_13.5_0.7/S1/I_spared,somatic_grid_13.5_0.7,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.023975574362762236,0.051640551846398264,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,False,True
somatic_grid_13.75_0.5/S2/baseline,somatic_grid_13.75_0.5,0.06223185848447386,0.059156568454038105,1.6647333510033668e-06,0.05001783457866977,0.07362004309949363,0.06223179112518541,0.059156560453937135,0.0,0,0.059156560453937135,0.06223179112518541,0.059156560453937135,0.0,0,0.059156560453937135,False,True
somatic_grid_13.75_0.5/S2/Syn,somatic_grid_13.75_0.5,0.06223185848447386,0.059156568454038105,1.6647333510033668e-06,0.04663552877104035,0.09775009717193793,0.08952034906812932,0.05014737258667666,0.015086307433394064,9,0.05014737258667666,0.0895243852377253,0.0501571461289008,0.016110105410591116,9,0.0501571461289008,False,True
somatic_grid_13.75_0.5/S2/CaMKII,somatic_grid_13.75_0.5,0.06223185848447386,0.059156568454038105,1.6647333510033668e-06,0.028133028997499795,0.07362004309949363,0.029198169273381994,0.03946856634122987,0.0,0,0.03946856634122987,0.029198169273381994,0.03946856634122987,0.0,0,0.03946856634122987,False,True
somatic_grid_13.75_0.5/S2/hDlx,somatic_grid_13.75_0.5,0.06223185848447386,0.059156568454038105,1.6647333510033668e-06,0.019326000708303218,0.4103521637915759,0.15194810993831703,0.11027423892170998,0.3910251434220682,12,0.11027423892170998,0.15192325314003982,0.11013066254001078,0.3910221152937389,12,0.11013066254001078,True,True
somatic_grid_13.75_0.5/S2/I_spared,somatic_grid_13.75_0.5,0.06223185848447386,0.059156568454038105,1.6647333510033668e-06,0.028133028997499795,0.07362004309949363,0.029198169273381994,0.03946856634122987,0.0,0,0.03946856634122987,0.029198169273381994,0.03946856634122987,0.0,0,0.03946856634122987,False,True
somatic_grid_13.75_0.5/S1/baseline,somatic_grid_13.75_0.5,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.049288038485100306,0.051640551846398264,0.049634995284876776,0.051156591987958376,0.0,0,0.051156591987958376,0.049634995284876776,0.051156591987958376,0.0,0,0.051156591987958376,False,True
somatic_grid_13.75_0.5/S1/Syn,somatic_grid_13.75_0.5,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.034063077877460116,0.0639981100894282,0.06279598619378333,0.03528549361729111,0.0,0,0.03528549361729111,0.06279598619378333,0.03528549361729111,0.0,0,0.03528549361729111,False,True
somatic_grid_13.75_0.5/S1/CaMKII,somatic_grid_13.75_0.5,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.023975574362762236,0.051640551846398264,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,False,True
somatic_grid_13.75_0.5/S1/hDlx,somatic_grid_13.75_0.5,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.02890284184485755,0.32769948861067477,0.13792583794434513,0.08206599586151796,0.28817333356069097,12,0.08206599586151796,0.14429563331189657,0.08383888825096868,0.2881729876469812,13,0.08383888825096868,True,True
somatic_grid_13.75_0.5/S1/I_spared,somatic_grid_13.75_0.5,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.023975574362762236,0.051640551846398264,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,False,True
somatic_grid_13.75_0.6/S2/baseline,somatic_grid_13.75_0.6,0.06223185848447386,0.059156568454038105,1.6647333510033668e-06,0.05001783457866977,0.07362004309949363,0.06223179112518541,0.059156560453937135,0.0,0,0.059156560453937135,0.06223179112518541,0.059156560453937135,0.0,0,0.059156560453937135,False,True
somatic_grid_13.75_0.6/S2/Syn,somatic_grid_13.75_0.6,0.06223185848447386,0.059156568454038105,1.6647333510033668e-06,0.015360275268048966,0.2646064637102118,0.10024776523297137,0.06719399190973656,0.2492424734058654,10,0.06719399190973656,0.09748299461879446,0.06824713248101029,0.24924588193442804,9,0.06824713248101029,True,True
somatic_grid_13.75_0.6/S2/CaMKII,somatic_grid_13.75_0.6,0.06223185848447386,0.059156568454038105,1.6647333510033668e-06,0.028133028997499795,0.07362004309949363,0.029198169273381994,0.03946856634122987,0.0,0,0.03946856634122987,0.029198169273381994,0.03946856634122987,0.0,0,0.03946856634122987,False,True
somatic_grid_13.75_0.6/S2/hDlx,somatic_grid_13.75_0.6,0.06223185848447386,0.059156568454038105,1.6647333510033668e-06,0.019326000708303218,0.4103521637915759,0.15194810993831703,0.11027423892170998,0.3910251434220682,12,0.11027423892170998,0.15192325314003982,0.11013066254001078,0.3910221152937389,12,0.11013066254001078,True,True
somatic_grid_13.75_0.6/S2/I_spared,somatic_grid_13.75_0.6,0.06223185848447386,0.059156568454038105,1.6647333510033668e-06,0.028133028997499795,0.07362004309949363,0.029198169273381994,0.03946856634122987,0.0,0,0.03946856634122987,0.029198169273381994,0.03946856634122987,0.0,0,0.03946856634122987,False,True
somatic_grid_13.75_0.6/S1/baseline,somatic_grid_13.75_0.6,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.049288038485100306,0.051640551846398264,0.049634995284876776,0.051156591987958376,0.0,0,0.051156591987958376,0.049634995284876776,0.051156591987958376,0.0,0,0.051156591987958376,False,True
somatic_grid_13.75_0.6/S1/Syn,somatic_grid_13.75_0.6,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.03495785106485777,0.07618769061016904,0.07397165591592682,0.036731632612658986,0.0,0,0.036731632612658986,0.07397165591592682,0.036731632612658986,0.0,0,0.036731632612658986,False,True
somatic_grid_13.75_0.6/S1/CaMKII,somatic_grid_13.75_0.6,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.023975574362762236,0.051640551846398264,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,False,True
somatic_grid_13.75_0.6/S1/hDlx,somatic_grid_13.75_0.6,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.02890284184485755,0.32769948861067477,0.13792583794434513,0.08206599586151796,0.28817333356069097,12,0.08206599586151796,0.14429563331189657,0.08383888825096868,0.2881729876469812,13,0.08383888825096868,True,True
somatic_grid_13.75_0.6/S1/I_spared,somatic_grid_13.75_0.6,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.023975574362762236,0.051640551846398264,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,False,True
somatic_grid_13.75_0.7/S2/baseline,somatic_grid_13.75_0.7,0.06223185848447386,0.059156568454038105,1.6647333510033668e-06,0.05001783457866977,0.07362004309949363,0.06223179112518541,0.059156560453937135,0.0,0,0.059156560453937135,0.06223179112518541,0.059156560453937135,0.0,0,0.059156560453937135,False,True
somatic_grid_13.75_0.7/S2/Syn,somatic_grid_13.75_0.7,0.06223185848447386,0.059156568454038105,1.6647333510033668e-06,0.008947585826504165,0.3224215346936106,0.10671740590926959,0.07726896255667574,0.3134737554913707,10,0.07726896255667574,0.10543740700767856,0.07392492167198021,0.3134529455448091,10,0.07392492167198021,True,True
somatic_grid_13.75_0.7/S2/CaMKII,somatic_grid_13.75_0.7,0.06223185848447386,0.059156568454038105,1.6647333510033668e-06,0.028133028997499795,0.07362004309949363,0.029198169273381994,0.03946856634122987,0.0,0,0.03946856634122987,0.029198169273381994,0.03946856634122987,0.0,0,0.03946856634122987,False,True
somatic_grid_13.75_0.7/S2/hDlx,somatic_grid_13.75_0.7,0.06223185848447386,0.059156568454038105,1.6647333510033668e-06,0.019326000708303218,0.4103521637915759,0.15194810993831703,0.11027423892170998,0.3910251434220682,12,0.11027423892170998,0.15192325314003982,0.11013066254001078,0.3910221152937389,12,0.11013066254001078,True,True
somatic_grid_13.75_0.7/S2/I_spared,somatic_grid_13.75_0.7,0.06223185848447386,0.059156568454038105,1.6647333510033668e-06,0.028133028997499795,0.07362004309949363,0.029198169273381994,0.03946856634122987,0.0,0,0.03946856634122987,0.029198169273381994,0.03946856634122987,0.0,0,0.03946856634122987,False,True
somatic_grid_13.75_0.7/S1/baseline,somatic_grid_13.75_0.7,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.049288038485100306,0.051640551846398264,0.049634995284876776,0.051156591987958376,0.0,0,0.051156591987958376,0.049634995284876776,0.051156591987958376,0.0,0,0.051156591987958376,False,True
somatic_grid_13.75_0.7/S1/Syn,somatic_grid_13.75_0.7,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.036598445954365816,0.09070834370578107,0.086750454366089,0.039053120496007884,0.0,0,0.039053120496007884,0.086750454366089,0.039053120496007884,0.0,0,0.039053120496007884,False,True
somatic_grid_13.75_0.7/S1/CaMKII,somatic_grid_13.75_0.7,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.023975574362762236,0.051640551846398264,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,False,True
somatic_grid_13.75_0.7/S1/hDlx,somatic_grid_13.75_0.7,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.02890284184485755,0.32769948861067477,0.13792583794434513,0.08206599586151796,0.28817333356069097,12,0.08206599586151796,0.14429563331189657,0.08383888825096868,0.2881729876469812,13,0.08383888825096868,True,True
somatic_grid_13.75_0.7/S1/I_spared,somatic_grid_13.75_0.7,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.023975574362762236,0.051640551846398264,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,False,True
somatic_grid_14.0_0.5/S2/baseline,somatic_grid_14.0_0.5,0.06466481848207054,0.06077197099653114,9.929502586020211e-06,0.05001793059774555,0.07962464659693738,0.06466445263642731,0.06077193168268301,0.0,0,0.06077193168268301,0.06466445263642731,0.06077193168268301,0.0,0,0.06077193168268301,False,True
somatic_grid_14.0_0.5/S2/Syn,somatic_grid_14.0_0.5,0.06466481848207054,0.06077197099653114,9.929502586020211e-06,0.0232779520061783,0.21101072058390433,0.09142399846232281,0.06132276054941558,0.1877278138182673,9,0.06132276054941558,0.09145892927985128,0.06132894377825684,0.18773276857772603,9,0.06132894377825684,True,True
somatic_grid_14.0_0.5/S2/CaMKII,somatic_grid_14.0_0.5,0.06466481848207054,0.06077197099653114,9.929502586020211e-06,0.02887368801761788,0.07962464659693738,0.030029706001992715,0.03991336560758453,0.0,0,0.03991336560758453,0.030029706001992715,0.03991336560758453,0.0,0,0.03991336560758453,False,True
somatic_grid_14.0_0.5/S2/hDlx,somatic_grid_14.0_0.5,0.06466481848207054,0.06077197099653114,9.929502586020211e-06,0.018063531261421188,0.4174309150026483,0.15542567452140058,0.11423832739697597,0.39936473824147456,12,0.11423832739697597,0.1554174971961216,0.11423392287967851,0.3993654980594465,12,0.11423392287967851,True,True
somatic_grid_14.0_0.5/S2/I_spared,somatic_grid_14.0_0.5,0.06466481848207054,0.06077197099653114,9.929502586020211e-06,0.02887368801761788,0.07962464659693738,0.030029706001992715,0.03991336560758453,0.0,0,0.03991336560758453,0.030029706001992715,0.03991336560758453,0.0,0,0.03991336560758453,False,True
somatic_grid_14.0_0.5/S1/baseline,somatic_grid_14.0_0.5,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.049288038485100306,0.051640551846398264,0.049634995284876776,0.051156591987958376,0.0,0,0.051156591987958376,0.049634995284876776,0.051156591987958376,0.0,0,0.051156591987958376,False,True
somatic_grid_14.0_0.5/S1/Syn,somatic_grid_14.0_0.5,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.034063077877460116,0.0639981100894282,0.06279598619378333,0.03528549361729111,0.0,0,0.03528549361729111,0.06279598619378333,0.03528549361729111,0.0,0,0.03528549361729111,False,True
somatic_grid_14.0_0.5/S1/CaMKII,somatic_grid_14.0_0.5,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.023975574362762236,0.051640551846398264,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,False,True
somatic_grid_14.0_0.5/S1/hDlx,somatic_grid_14.0_0.5,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.02890284184485755,0.32769948861067477,0.13792583794434513,0.08206599586151796,0.28817333356069097,12,0.08206599586151796,0.14429563331189657,0.08383888825096868,0.2881729876469812,13,0.08383888825096868,True,True
somatic_grid_14.0_0.5/S1/I_spared,somatic_grid_14.0_0.5,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.023975574362762236,0.051640551846398264,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,False,True
somatic_grid_14.0_0.6/S2/baseline,somatic_grid_14.0_0.6,0.06466481848207054,0.06077197099653114,9.929502586020211e-06,0.05001793059774555,0.07962464659693738,0.06466445263642731,0.06077193168268301,0.0,0,0.06077193168268301,0.06466445263642731,0.06077193168268301,0.0,0,0.06077193168268301,False,True
somatic_grid_14.0_0.6/S2/Syn,somatic_grid_14.0_0.6,0.06466481848207054,0.06077197099653114,9.929502586020211e-06,0.00820298557723859,0.30467843694915664,0.1026795734291874,0.07652688663285113,0.2964708893283538,9,0.07652688663285113,0.09640335656736537,0.07358412867456864,0.2964753229384356,9,0.07358412867456864,True,True
somatic_grid_14.0_0.6/S2/CaMKII,somatic_grid_14.0_0.6,0.06466481848207054,0.06077197099653114,9.929502586020211e-06,0.02887368801761788,0.07962464659693738,0.030029706001992715,0.03991336560758453,0.0,0,0.03991336560758453,0.030029706001992715,0.03991336560758453,0.0,0,0.03991336560758453,False,True
somatic_grid_14.0_0.6/S2/hDlx,somatic_grid_14.0_0.6,0.06466481848207054,0.06077197099653114,9.929502586020211e-06,0.018063531261421188,0.4174309150026483,0.15542567452140058,0.11423832739697597,0.39936473824147456,12,0.11423832739697597,0.1554174971961216,0.11423392287967851,0.3993654980594465,12,0.11423392287967851,True,True
somatic_grid_14.0_0.6/S2/I_spared,somatic_grid_14.0_0.6,0.06466481848207054,0.06077197099653114,9.929502586020211e-06,0.02887368801761788,0.07962464659693738,0.030029706001992715,0.03991336560758453,0.0,0,0.03991336560758453,0.030029706001992715,0.03991336560758453,0.0,0,0.03991336560758453,False,True
somatic_grid_14.0_0.6/S1/baseline,somatic_grid_14.0_0.6,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.049288038485100306,0.051640551846398264,0.049634995284876776,0.051156591987958376,0.0,0,0.051156591987958376,0.049634995284876776,0.051156591987958376,0.0,0,0.051156591987958376,False,True
somatic_grid_14.0_0.6/S1/Syn,somatic_grid_14.0_0.6,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.03495785106485777,0.07618769061016904,0.07397165591592682,0.036731632612658986,0.0,0,0.036731632612658986,0.07397165591592682,0.036731632612658986,0.0,0,0.036731632612658986,False,True
somatic_grid_14.0_0.6/S1/CaMKII,somatic_grid_14.0_0.6,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.023975574362762236,0.051640551846398264,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,False,True
somatic_grid_14.0_0.6/S1/hDlx,somatic_grid_14.0_0.6,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.02890284184485755,0.32769948861067477,0.13792583794434513,0.08206599586151796,0.28817333356069097,12,0.08206599586151796,0.14429563331189657,0.08383888825096868,0.2881729876469812,13,0.08383888825096868,True,True
somatic_grid_14.0_0.6/S1/I_spared,somatic_grid_14.0_0.6,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.023975574362762236,0.051640551846398264,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,0.024632044375683726,0.037071877854460214,0.0,0,0.037071877854460214,False,True
somatic_grid_14.0_0.7/S2/baseline,somatic_grid_14.0_0.7,0.06466481848207054,0.06077197099653114,9.929502586020211e-06,0.05001793059774555,0.07962464659693738,0.06466445263642731,0.06077193168268301,0.0,0,0.06077193168268301,0.06466445263642731,0.06077193168268301,0.0,0,0.06077193168268301,False,True
somatic_grid_14.0_0.7/S2/Syn,somatic_grid_14.0_0.7,0.06466481848207054,0.06077197099653114,9.929502586020211e-06,0.005545748294004772,0.34613314867302974,0.10537735190973668,0.08212233570310343,0.34058389748870505,9,0.08212233570310343,0.10981015919627556,0.08168648658428797,0.34058646549936966,10,0.08168648658428797,True,True
somatic_grid_14.0_0.7/S2/CaMKII,somatic_grid_14.0_0.7,0.06466481848207054,0.06077197099653114,9.929502586020211e-06,0.02887368801761788,0.07962464659693738,0.030029706001992715,0.03991336560758453,0.0,0,0.03991336560758453,0.030029706001992715,0.03991336560758453,0.0,0,0.03991336560758453,False,True
somatic_grid_14.0_0.7/S2/hDlx,somatic_grid_14.0_0.7,0.06466481848207054,0.06077197099653114,9.929502586020211e-06,0.018063531261421188,0.4174309150026483,0.15542567452140058,0.11423832739697597,0.39936473824147456,12,0.11423832739697597,0.1554174971961216,0.11423392287967851,0.3993654980594465,12,0.11423392287967851,True,True
somatic_grid_14.0_0.7/S2/I_spared,somatic_grid_14.0_0.7,0.06466481848207054,0.06077197099653114,9.929502586020211e-06,0.02887368801761788,0.07962464659693738,0.030029706001992715,0.03991336560758453,0.0,0,0.03991336560758453,0.030029706001992715,0.03991336560758453,0.0,0,0.03991336560758453,False,True
somatic_grid_14.0_0.7/S1/baseline,somatic_grid_14.0_0.7,0.04963499528645953,0.05115659198852108,3.6056227448177935e-11,0.049288038485100306,0.051640551846398264,0.049634995284876776,0.051156591987958376,0.0,0,0.051156591987958376,0.049634995284876776,0.051156591987958376,0.0,0,0.051156591987958376,False,True
