seed,fraction,group,current_uA_cm2,n,rate_hz,late_voltage_mV,late_voltage_sd_mV,h_available,sodium_mM,block,calcium_voltage_proxy,late_spikes,synaptic_g_mS_cm2,synaptic_inward_uA_cm2
0,0,all,10,60,2.0,-59.90117645263672,0.002427800092846155,0.41481631994247437,5.497312068939209,0.0,0.014871341176331043,0.0,0.07231340557336807,2.618201494216919
0,0,control,10,60,2.0,-59.90117645263672,0.002427800092846155,0.41481631994247437,5.497312068939209,0.0,0.014871341176331043,0.0,0.07231340557336807,2.618201494216919
0,0.25,all,10,60,6.0,-57.758846282958984,9.07060432434082,0.3627347946166992,6.066961288452148,0.0,0.024136800318956375,1.0,0.21685415506362915,8.098193168640137
0,0.25,KD,10,15,6.0,-57.630733489990234,8.936816215515137,0.3580533564090729,6.076121807098389,0.0,0.02421272173523903,1.0,0.19721290469169617,7.553427696228027
0,0.25,control,10,45,6.0,-57.801551818847656,9.115202903747559,0.36429524421691895,6.063907146453857,0.0,0.024111492559313774,1.0,0.22340121865272522,8.279780387878418
0,0.5,all,10,60,6.0,-57.68535232543945,9.039338111877441,0.3604542016983032,6.074210166931152,0.0,0.02428581938147545,1.0,0.21685470640659332,8.094144821166992
0,0.5,KD,10,30,6.0,-57.56047821044922,8.956120491027832,0.35626956820487976,6.084925651550293,0.0,0.024464905261993408,1.0,0.2096395492553711,7.893164157867432
0,0.5,control,10,30,6.0,-57.81021499633789,9.12255573272705,0.36463895440101624,6.0634942054748535,0.0,0.02410672791302204,1.0,0.22406980395317078,8.295125961303711
0,0.75,all,10,60,6.0,-57.61240005493164,9.010045051574707,0.3581988215446472,6.080559253692627,0.0,0.024436157196760178,1.0,0.21685348451137543,8.088187217712402
0,0.75,KD,10,45,6.0,-57.53887176513672,8.981880187988281,0.3560444414615631,6.0871710777282715,0.0,0.024595901370048523,1.0,0.21778889000415802,8.136393547058105
0,0.75,control,10,15,6.0,-57.83299255371094,9.0945405960083,0.3646620512008667,6.060723304748535,0.0,0.02395692840218544,1.0,0.21404734253883362,7.943567276000977
0,1,all,10,60,6.0,-59.63275146484375,0.07028157263994217,0.39661750197410583,6.3900837898254395,0.0,0.024588266387581825,0.0,0.21693892776966095,8.089837074279785
0,1,KD,10,60,6.0,-59.63275146484375,0.07028157263994217,0.39661750197410583,6.3900837898254395,0.0,0.024588266387581825,0.0,0.21693892776966095,8.089837074279785
0,0,all,30,60,24.0,-52.188621520996094,9.446203231811523,0.21401527523994446,8.49068832397461,0.0,0.07528304308652878,2.0,0.8676244616508484,32.7197151184082
0,0,control,30,60,24.0,-52.188621520996094,9.446203231811523,0.21401527523994446,8.49068832397461,0.0,0.07528304308652878,2.0,0.8676244616508484,32.7197151184082
0,0.25,all,30,60,28.0,-51.51154708862305,9.548795700073242,0.19132444262504578,9.022791862487793,0.0,0.08441179245710373,2.0,1.0120737552642822,38.221683502197266
