run_id,seed,condition_id,g,eta,requested_regime,elapsed_seconds,mean_exc_rate_hz,mean_inh_rate_hz,mean_global_rate_hz,global_rate_cv,valid_isi_cv_fraction,median_isi_cv,dominant_frequency_hz,peak_prominence_ratio,narrowband_power_fraction,significant_narrowband_peak
seed-11_sr,11,sr,3.0,2.0,synchronous regular,7.907317901999704,500.0,500.0,500.0,4.358898943540674,1.0,0.0,468.75,396976.30303282174,0.9944835725633748,True
